Correct, Wrong
ubhanallah, gubhanallah	ubhanallaw	ubhanqllah	ubhtnallah	ubhanablah	iubhanallah	ubhanamlah	ubrhanallah
calle, cally	cyalle	culle	yalle	cplle
dictator, vdictator	diftator	dictatoxr	dcictator	dictatos	dictaotor	doctator	dicrtator
ootball, ootbalvl	ojtball	ootbrll	zootball	botball	ootbwll	ottball	ootbahll	oopball	ootbmall
mmat, qmmat	mmgat	mmkt	myat	mmaf	mmal	mmqat	mdmat
maksudnya, maksudnyag	maksidnya	makvudnya
halaton, haslaton	halfton	harlaton	halsaton	haladon	haeaton	halston	halatin	halatn	hqalaton
qul, quql
hunts, hlunts
bonita, ebonita	bonitga	boniyta	benita	bonxita	bokita	vonita	lbonita	beonita	bconita
opo, opco	opon	dopo
fehmiya, fehmyiya	fedmiya	yfehmiya	fezhmiya	fehimiya	fehemiya	fehhmiya
serius, seriuh	seriujs	seriubs	berius	serbius	seriuus	serips	sexrius	merius	seriusk
poner, ponejr	pondr	ploner	puner	ppner	poler	ponsr	ponjr
etti, ehtti	etsti	elti	ertti	etei	netti	ettwi
mujer, murjer
mos, mok	imos	mobs	mow	qos	mys	mws	cmos
segera, sgera	dsegera	jegera	setgera	segerba	scgera
jarnail, jcarnail	ajarnail	jarnadil	jgrnail	jarinail	jarnayil	jarnaiy	jareail	juarnail	jawrnail
satasi, dsatasi	satmasi	saiasi	sataxsi	patasi	sabasi
studentsvoicemedicalgmailcom, studentsvoicemedicalgmaplcom	studentsvozicemedicalgmailcom	studentsvloicemedicalgmailcom	studentsvdoicemedicalgmailcom	studentsvoicemeditalgmailcom	studentosvoicemedicalgmailcom	studentsvoicecmedicalgmailcom
horrvel, horrkvel
cheia, vcheia	cheica	cdheia	chgia	chekia	cdeia	cheoa	chkia
avaris, advaris	avaeis	avdris	awvaris	avarcs
geero, gebero	rgeero	qgeero	peero	geereo	geepo	geerho	geerz
bakhyaat, bakhyaaxt
rafes, rafls	rdafes	rafesg	rafpes	rlafes	rafeo	rayes	rafesy	rafesu
torrin, torrie	torritn	torrinr	xorrin	tlrrin	torwin	torxrin	torrtn
naughty, nagughty	naughjy
nationality, natiqnality	natiyonality
asrat, fsrat	asramt	asiat	dasrat	asratm
waqton, waqtwn	waqtoon	waqtqon
magical, magvical
farmayen, fagrmayen	farnayen
zer, zec	zez	czer	zrer	zfer	uzer	zenr	zeir	lzer	zei
dabane, dawane	pabane	dgabane	djbane	dayane	dafbane	idabane	dabqane	djabane	dabsane
deikh, feikh	deikhg	deiks	deikoh	eikh
shaher, shmaher	shaner	shahee	shaqer	shsher
bating, batiyng	batingz
mafiya, maoiya	mafipa
seekhne, seekhgne	soeekhne	seezhne	beekhne	seykhne
chorte, chiorte	chorteo	cholte
remembered, xremembered	remehbered
hayeee, ghayeee	hakyeee	hwyeee	hayeeed	hayxee	hayxeee	fhayeee
tujse, toujse	tuxse
gadhon, jadhon	sadhon	gafdhon	gadhovn	guadhon	padhon	gadwhon	gadlon	gadvhon
partiyan, partxiyan
drain, draijn	dnrain	drjin	vrain	drainv	drsin	draik
dhoti, dhotis	dhotfi	dhotim	dhotf	dhhti	dmoti	uhoti	cdhoti	whoti	dhbti
sleepy, usleepy	stleepy	sleepyn
devdas, devdasf
blonde, blondej	blonode	bzlonde	blownde	jblonde
bini, brini	bigni	bcini	buini	biti	bjni
isny, isnw	osny	isnty	itsny	isnv	isniy	isxy	iqsny	isnys
walla, walxla	palla	wallx	wealla	walnla
somehow, sosehow
wasted, wasxed	wasqted	wastedf	wastped	wzasted
bajah, bajac	bvjah
pakre, pnkre	pamre	pakore	jakre	plkre	pahkre	pakrce	pajre	pgkre	opakre
alcohol, galcohol
mewa, mqewa
rako, rkko	lrako	rrako	srako	ryko
kheyal, kheydal	kheycal	kaheyal	cheyal	kneyal	kheyjl	khevyal	kheyaq	kmheyal
nun, nuzn	nvn	neun	nur	ndun	nxun	nub	ynun
laki, laxi	vaki	lakpi	laai	layki	lxaki	ljaki	lapi	lakvi	lgki
billo, bgillo	bilylo	tbillo
houta, houtam	hohta	horta	houoa
speechless, spepchless
unhay, unhayo
pakhton, pakhtion	pakhtone	pakhtoq	pakhtpon	pyakhton
atm, atmg	gtm	aym
laughter, luughter	laughther	llughter	zaughter
hundi, houndi	ghundi	hunodi	hunbdi	hundai	ohundi	pundi	hundih	hqndi
ases, asus	asesy	fases	asei	asesu	asses	pses	asesl	ahses
amiat, amiatz	amiatp	avmiat
nwaye, nwayie	nwaoye	nwcye	nwafe	nwayw	nwmye	nwpye	nwayv	wwaye	nwjaye
shuttle, sehuttle	shuattle
bravoo, brazvoo
lother, lothqer	lotheur	lotbher	lotheq	lmther
zaki, xzaki	wzaki	zagki	zatki	zakt	zakzi
aliba, afliba	alilba	ajiba	ahliba	alibg	alzba	aliua	nliba
looti, lootig	ldooti	lootvi	lootei
kholtey, uholtey	rkholtey	kholteyo
ajjaj, ajjja	rajjaj	ajjsaj	ajwjaj	ajajaj	ajjajj	ajsaj	amjjaj	ajjzaj
maholiyaat, jaholiyaat	mahfoliyaat
chhoote, chhooqe	cvhoote	chhootz	chvhoote	chwoote	chhootet
gulf, guaf	jgulf
humayun, humaylun
siberia, sibenia	siberya	biberia
absolute, pabsolute	aabsolute	absllute	assolute	abzolute	wabsolute	absilute	absolutie	basolute
tarbooz, tarboozr	tarbzooz	tarboosz	tarboozi	tarboozu	tatrbooz	tarboomz	tarmbooz	tabrbooz
greedy, grdedy	greedyd	greedpy	greedyb	ggeedy	ireedy	greedf	greedyk	goeedy	greedu
erojgar, eroujgar	erojgary	erosjgar
maarke, maarkez	amarke	meaarke	msaarke	maarkwe	maarkr	maarkf	mazrke	uaarke
fantasy, frntasy	fantasyt	faptasy	fantpasy	fannasy	fjantasy	fantacy	yfantasy	fantass
irodh, irfodh	iropdh	irovdh	ihodh	irojdh	uirodh	irodph	irondh	iredh	orodh
silly, sihly	sillw	silvy	sicly
oosra, foosra	ojsra
chop, cnhop	chhop	chopo	choa
urine, urinue	vrine	urune	iurine	uriye
joda, jowa	sjoda	jodau	jodoa	jsda	jodan	ejoda
jitaya, jitaxya	jitagya	jitaja	jitkaya	jitkya	jitayla	xitaya
hava, havla	hhva	havca	hyava	haxva
sudhir, sudhgir	surhir	sudhikr	sudpir
vaat, vcat	vaxat	vapat	vaqat	xaat	vahat	vaatk	vwaat	vaaot	vaatv
jf, jfk	jfp	wjf	jrf	jfv	jfc	jnf	jft	jx
sankat, sankaut	saankat	sankaet	saqkat	sapkat	sanwkat	sankal	sankmt	sanukat
ilegi, ilygi	slegi	ilegih	iloegi
tujhey, cujhey	tujhkey	tujheqy	tujhev
erman, drman	ermawn	ermrn	ermang	nrman	ermman	ermau	erxman	erban
tyagi, tyagki	tybgi	tyagti
urprise, urpzrise	urzprise	urprcse	hurprise	irprise	urprigse
manner, malner	masner	maknner	mannir	manhner	mrnner
jak, jakt	jvak	jaq
harz, hairz	herz	harnz	xarz	hearz	harb
malkin, malkinf	malkih	gmalkin	malnin	mylkin	malkino	mmalkin
ikul, ikzul	igkul	sikul	ikuul	ikudl	ikml	fkul	ikutl	iklu
kark, kvrk	karkn	fkark	kajrk
savarkar, lsavarkar	sakarkar	savwrkar	savarkair
illions, illiohns	ildions	ildlions	illiins	iklions	illionis	illionn	illiojs	illiogns
maangta, mxangta	maangma	maaugta	maangjta	maangtr	matngta	maangtj	maangtb
ewwz, qwwz	exwwz	ewwaz	ewdz	oewwz	zewwz	ewez	emwz
pragya, pragca	prasya	phagya	puragya
aison, xaison	aoson	aiason	aijon	eison
heartly, deartly	peartly	hearptly
katt, kaut	kytt	kxtt	katd
nirbhar, nizbhar	nirbharm	nisbhar	firbhar	nirbhaar	iirbhar	nimrbhar	rirbhar
drinking, drinring	drinkingw	dyrinking	drinkeing
rakkhe, rakkho	rakkvhe	rakkghe	rakkht	rakkche	rakkhze	rakkle	rakkje	raqkhe	rakkher
pakren, pakyen	padkren	pakrens	paknen	palkren	pakaren	pbakren
khlaq, khllaq	ktlaq
wheeler, qwheeler	wheelwer	whseeler	wheeaer	whezeler	wheaeler	wheenler
gula, gulja	gulwa	gulca	gulax	gnula	guma	gudla	gutla
behnoi, boehnoi	benhoi	behnow	behnofi	lbehnoi	behnoai	rbehnoi	behjoi	behnoim
hatre, nhatre
dll, adll	dllo	dllt	dfll	dtll	dli	dlg	dul
ditor, dipor	ditoj	ditovr	diaor	diator	ditobr
zaka, zakva	zakaj
hudara, hwdara	hucdara	hutdara
tengah, tsngah	tesgah	tengash	tengaeh	utengah
akn, aukn	jkn	aqn
airan, airag	aixan	ainan	airai	wairan
azer, azyr	azee
egina, egikna	igina
ikhatay, ikhsatay	ikhitay	ikehatay	jikhatay	inkhatay	qikhatay	ikhatao	ikhatcy	ikhatby	ikhatady
uito, uitot
intendo, ivtendo	injtendo	intendof	inqendo	intondo	inzendo	kintendo	vintendo
gede, gedt
setuju, sletuju	ksetuju	sequju	sotuju	setuku	setupu	psetuju	lsetuju
ayazi, ayazs	ayaai	akyazi
kepala, kepsla	ktpala	kekala	kpepala	keplla
memilih, mhmilih	mezmilih	memiloh	eemilih	memiqlih	memizih
corazon, cdorazon	tcorazon	comrazon
ukamal, ukamale	ufkamal	ukamcl
ashtons, jashtons	ashtowns	athtons	asqtons	ashtonsp	agshtons	ahtons	avshtons
kasihan, kasihyn
dinar, dinaf	dienar	dinaxr	dizar	dinal
raine, fraine	raiue	radne	raize	sraine	raiye	raineh	raini	paine	rairne
mustasna, mfstasna	vmustasna	mustaswna	muutasna
carlton, cerlton	carltoqn	fcarlton	carljon	carlpton	carltong	casrlton	caroton
prian, cprian	priarn	prizan	priun	prifn	priaen	pfrian	zrian
edeline, uedeline	edelmne	edelsne	edeyine
pears, perrs	pefrs	pnars
gurney, gbrney	lurney	gureny	gurnpey	gurneyw	guzrney	gurnesy	gurhney	gucrney
gawalia, gawalaia
airstani, aikstani	airstain	airsiani
doris, dorib	dorin	dorizs	dorisn	dpris	dorils	dorijs
freya, freyfa	fjreya	fkeya	freyza	freywa	flreya
elkano, elkao	eulkano	elkayo	gelkano
ionun, ionvun	dionun	donun	ikonun	ionon	ionudn	ionumn	monun
masom, masmom	masoxm	masoc	mazsom	masomq	aasom
russia, russiap	vussia	krussia	rupsia	russtia	russika	ruqssia
rates, ratses	ratpes	ratesf	rtaes	rnates	ratews	raytes	rsates
dawaan, dawaon	dawaav	dtwaan
musanif, mesanif
palte, paltxe	pavte
tamana, btamana	tanana	tamanv	tamama
compose, mompose	composb	cofpose	cotmpose	clompose	comaose	ccompose	cormpose	cowmpose
bachiyan, bachiyanx	bachikyan
thera, thcera	therpa	pthera	theras	theya	therra	therg	theera	thhera	thqra
jalib, jalibc	jalibb	jarlib	jajlib	jalkb	dalib	jaeib
vekh, vejh	vekp	vekyh	vebkh	pvekh	vekhb	vzkh	vekb	verh
maktab, makkab	maktyb	maktcb	maktuab	maptab	maktapb
adlia, afdlia	cadlia	aedlia	adblia
sochny, shochny	soghny	socpny	sochnyc	sobchny	wochny	shchny	sochnjy
rahty, zahty	rahpy	rahtxy	rahtw	rgahty	rbhty	rafty	ranhty	rayty	rahtyw
nok, noxk	rnok	nlk	nowk	nozk	nokx	noks	bok	nfk
nekal, nekalq	fnekal	neknl	nekalx	bnekal	nekdal	nekalf	dekal	nskal
datt, zatt	datit
mie, mpie
beto, betro	betoo	bneto	betq	pbeto	bhto	bxeto	bgeto	betqo
sory, sdory	soryf	soryh	sqry	sorgy	nsory	vsory
pper, ppcer
gei, geqi	gji	gec	guei	tgei	gdi	ggi	gqei	gej	geig
occupied, occupiedr	occupiqed	occubpied	occjpied	ocgupied	ocwcupied	occupiem	occupaied	odccupied
jatti, jatqi	jahti	jakti	jactti	ajatti	zatti	jayti	gjatti	jvatti
btayega, btayegha
mixed, mixmd	mixqed	myxed	mixedp	pixed	miqxed	mixevd
bhagti, bhagtp	hbagti	bhgti	kbhagti	bhqagti	rbhagti	bhngti
pointe, pohnte	poiknte	pointel	poiite	pdointe	pointeb	popnte	polinte	pointer
dirn, dirnb
basoon, pasoon	obasoon	basoobn	basooq	bazoon	basroon	basloon
qat, qzt
rozgari, rozgwri	roozgari	rlzgari
grid, grmd	gride	grvd	grud
astmal, astmap	astmavl	amstmal
vaya, vayx	vayi	vhya	vaka
askalr, astalr	asksalr	ackalr	askabr	avskalr	askualr	asqkalr	oskalr	askalrz
mohqiqeen, mohaiqeen	moxhqiqeen	mohqiqeln
mehwish, mehwaish	mehwist	mnehwish	mehwisah	mehwishk	mehwiwsh	omehwish	mehoish	mzehwish	mehwysh
deol, deox	dyol	derl	deoe	bdeol	deold	deonl
naalay, naalaxy	nmalay	naualay	naablay	naaway	naalat
numaishi, numaishix	nuiaishi	nmmaishi	nuomaishi	nwmaishi	numdaishi	numfishi
detin, desin	ietin	depin	dfetin	detun	defin	rdetin	kdetin	dctin
leads, qeads	leods
galtiyan, galvtiyan	gtltiyan	gcltiyan	gattiyan	galtuiyan	galtuyan
logonko, hogonko	loxonko	logoonko	logoako
heem, henm	heehm	hemem	hfem	heey
jalate, jalcte
eval, deval	evadl	evav	evalt	evap
eetha, eestha
esharm, esharnm	ersharm
bnn, bpn	ebnn	sbnn	bnnj	btnn	lbnn
hra, qhra	rra	hqa
panda, pandi
kamjori, kampjori
tnsn, tnmn	tnsd	tnsjn	tnsr	tnfsn	insn	tnpn	tinsn
mayne, mabyne	rmayne	mayneu	manyne	maynye	maynef
conclusion, eonclusion	conclqsion	wonclusion	conclsuion	conclusixn	concluysion	iconclusion	ctnclusion	concluoion
mujhme, mujchme	zmujhme
ikhs, ikhz	wikhs	ikhsb	ikhws	ikhv
khich, khiach	khimch	khyich	bhich	khgch	khichg	khichn	kehich	nkhich
doggy, doggwy	doggyf
ths, tghs	tlhs	pths	trhs
anao, arao	anaoe	danao	anbo	gnao	adnao	ranao	anno	anax
thaaur, thapur
arg, xarg	uarg	karg	arhg	drg	arsg
muskaan, mwuskaan	mustaan
lav, lacv	lahv	vav	tlav	lqv
lahu, lahn	ladhu	laheu	nlahu	lqahu	lahpu	lcahu	ladu	lahun	lajhu
cv, pcv	gcv	cfv
ursat, ursatl	dursat	urpat	ursab	ursatc	uvsat	ursqat
shivin, shivfn	shivgn	shiovin	shiviwn	shivine	shimvin	shivcin	shiviy
netflix, netflixs	knetflix	jnetflix	netfiix
kirpa, kkrpa	kiwrpa	kirda	kirph	krrpa	kisrpa	kirpap	kirpay	kirpia
ibbi, inbi	libbi	ibbg	idbi	ibbyi	bbbi	ibbxi	ibxi
chudwa, choudwa	rchudwa	chudha
rafel, rafqel	rafen	razel	rafeal	rhfel	raael	rafyel	kafel
thunk, thuni	ehunk	thunkk	thzunk
itchen, itchdn	itchehn	itchejn	itchln	ithchen
tahan, tlhan	tahqn	tkahan	tahnan	tzahan	dtahan	tahcan	tkhan	tahah	tgahan
loods, losds	dloods	lsods	loodq	lodods	hoods	lmoods	lootds	loos
hristianity, hristianityi	hrivstianity	hraistianity	hristianiwty	hrisgianity	lristianity	hrcstianity	uristianity	hrkistianity
ftar, ftarr	ftaqr	ftark	fvtar	ftap	fttr
jlas, jlazs	jylas	glas	jxas	jlasf
sor, xor	sfor	syr	somr
banayegi, vbanayegi	banayegzi	bacayegi	barayegi	lbanayegi	kanayegi	ibanayegi	banayjegi
fay, fayn	fac	fazy	xfay	oay	fmy
ngm, ngmg	ngmv
mrny, mrcy	mrlny	mrnyx	nmrny
cabei, yabei	cabeh
hebat, hecat	hjebat	hebajt	hebatc	hebaxt	hebap	hevbat
passou, pkssou
titik, titjk	tititk	tigtik
menuju, menauju	menyuju	mpenuju	menujo	meouju	hmenuju	menujmu
chilo, chibo	clhilo	chiwlo	chiloh	chilto	shilo
safedi, rsafedi	safedm	safeti
sukses, sulses	suksvs	rsukses	suksev	sugkses	sgukses	sukkses	suykses	szkses
favorito, favoritqo	favdrito	fuvorito	fahvorito	favordito	fmvorito
lanjut, laanjut	ladjut	laxnjut	ylanjut	olanjut	labjut	lacjut
husru, susru	hlusru	yusru	huhru
dozakhi, dizakhi	fdozakhi	dbzakhi	dozakhig	doztakhi	dozakhri	dgzakhi
unban, unbxan	unbank	runban	kunban	unbawn	unbax	unbna	uknban
rekhe, rekheu
primo, prilo	prixmo	oprimo
beyri, beyrdi	beyrki	beyrai	beyxri	beyrd	bdyri
aadhon, saadhon
bichhaya, bicyhaya	bicehhaya	bichmhaya	bichhayau	ubichhaya	kichhaya	bicnhaya	bichxhaya	bichhkaya
karigari, kabrigari	karigaryi	xkarigari	karigalri	karigahri	kuarigari
takna, bakna	tdakna	taknf	twakna	toakna
mughalta, mtghalta
jzaye, jzasye	jzayd	jzayt	jyaye
blagz, slagz	bladz	bleagz	blagzh	blgaz	bnlagz
althsil, althbil	althsit	althsiwl	althsiol	alchsil	altxhsil	atlhsil	altkhsil
aarknsas, aarwnsas	aaerknsas	aarknshs
pristn, pjristn	pcristn	prittn	upristn	pristnx
simor, silmor	stimor	simoxr	ksimor	eimor	simopr	sigmor
deles, delefs	weles	deley	delesb	delehs	delos
quil, zquil	qujl
canela, xanela	vanela	canelaj	canelaq
clanging, clanginag	clangng	clasnging	clynging	claenging	clangzng	clanmging	clabging	cjanging	clangilng
gareth, garetr	ngareth	gareht	gareti	aareth
asmus, asmrs	ascmus	assus	atmus	asjus
whales, whalers	whyles	whalges
hogn, hognv
jericho, jepicho
hinhinanay, hinhinjanay
dwelt, dwcelt	dwezt	dweyt
jameson, jamesoo
madelyn, mjadelyn	madelynl	madebyn
patercek, paterzcek
belac, besac
kini, kihni	kiny	oini	kbni	kindi	kinai	ikini	kinin	kinu	bkini
rind, rdind	rinbd	rinud	rinvd	riund	rbind	rindk	rined
vitamin, vitamrn	virtamin	vitamiwn	oitamin	vitramin	vitnamin	bitamin	vitzamin
parchar, parchabr
pazeerai, pazedrai	pzaeerai	pazkeerai	paxeerai
texting, bexting	textping	textinxg	textung	textiog	textitg
sunate, sunatae	sunatex	snnate	sunatge	sunatie	scnate	stunate	sunahe	sunalte	spunate
tent, fent	tente	teft	tect	teny	teit
kabeer, kabweer	ukabeer
regiment, refiment	regimentd	reginment	regimentv	zregiment	regimentk	uegiment	regimbnt	regimenta	reuiment
chotti, choatti	chbtti
nimaz, nnimaz	nimaw	timaz	niwaz	nimaj	nismaz
jakri, jakrq	jakir	jakuri	jakmi	jakrp	cjakri	jakrig	jakxri	japri
sometime, somefime	sfmetime	sormetime	somwetime	somqtime	sozetime	somhetime	sometimo	pometime
dilate, dilatve	mdilate	dilats	drlate
pasy, pisy
khushion, khushionl	khushign	kihushion	khuhion	kushion	kfushion	xhushion	khushizn
logoo, aogoo	logooa	logodo	logjo	olgoo	blogoo	logoq	loooo	ldogoo	logoof
ussko, usskou	usskn
issiliye, issiliyeu	isszliye	issiliyen	issiliwe	ijssiliye	issgiliye	isspiliye	isbiliye
tansport, tandsport	taksport	txnsport	tanspoyt	toansport	tanspornt
consul, consll	nconsul
mlazmton, mlazmtoa	mzazmton	ilazmton
antrfis, avntrfis	antrfisc	anttfis	zantrfis	anqrfis
swed, xwed	swdd	swedh
dhabbay, dhabbaby	dhaboay	dhabbby	dhbabbay	dnabbay
aashariya, aushariya	aashatriya	aashariwya	amashariya	aashafiya	aarshariya	aaoshariya
utiya, uptiya	utiyau	utiyxa	utsiya	utirya	sutiya	ufiya	utiyag	utiyv
hobi, hogbi	hoobi	uhobi	hvbi	hvobi	hobci
bcs, ybcs	ycs	bcsc	bcvs	btcs	dcs	bcsb
yek, yeek	yekm	yep	ayek
udges, uqges	udrges	udages	udged	udgei	tdges	uadges	udgesn	udgesi
azlu, ablu	jazlu	azluq	awzlu
ghumana, ghuamana	gnhumana	ghumanz	ghumanaj	yhumana	ghumapa
lig, yig	licg	ldig	lsig	lyig	mlig
ekhkar, elhkar	ekakar	ekhfar	ekfhkar	ekhkaw	ekvhkar	eykhkar
tumme, tumjme	tummej
vibhag, vihbag	vibhjag	viohag	vibhagw	vibhaqg	vibhax	vkbhag
begins, beginu	begbns	beginj	begims	beginsc	begiuns	begkns
opefully, lpefully	opefullyi	opefuhlly	copefully	wpefully	opesully	onefully	opefullj	opefullo	opefullyv
laiti, iaiti	laeiti	lairi	laitil	loaiti	laieti
jhoothi, jcoothi	pjhoothi	jhooqhi	jhfoothi	jhodothi	jhoiothi	jhoorhi	jhootfhi	jhootxhi	jhoqothi
jageh, jageht	jyageh	jagep	jugeh	jacgeh	jazeh	jageah
karnai, ktarnai	kawrnai	ksrnai	karvnai	oarnai	karnad	kfrnai
cheater, cqeater	cherater	fheater	cheatbr	chexater	cheader	cheatre	cneater
ikhne, ikhxe	iekhne	okhne	ikhre	ikhnb	ikhneh	ikhcne
apsi, apsq	apshi	bapsi	dpsi	atpsi	zpsi	apsp
tihaas, timhaas	tihaaas	tvhaas	tihmas	tihaasa	tihaacs	tihaahs	toihaas	xihaas
adhvi, adhlvi	adhri
adkiyon, adkiyoj	adkiyfn	yadkiyon	ldkiyon	adkiyion	adkeiyon	adkiyong	azdkiyon	adpkiyon	badkiyon
chunte, chsnte	ceunte	dhunte
dusaro, dufsaro	dutaro	dusarjo	dcusaro	edusaro	dwusaro	dusarso	dusarbo
blaa, blbaa	blca	blak	bzaa	blba	blzaa	bjaa
becharon, vecharon	mecharon	becharno	becharons	abecharon	bechmron
maarenge, maareoge	maarengje	maarenfge	maarengt	mawrenge	meaarenge	mzarenge	maaregge
baniye, banxiye	bgniye	yaniye
prathna, prathnn	prathta
nnu, nanu	nno	xnnu	nnuh	knnu	ynnu	tnu	npu
ataram, atqram	atarak	atgaram
nikalwa, wnikalwa
parantu, paraintu	paranhtu	parants	arantu	parauntu
apists, apistsd	apihsts	apisbts	apisos	apistys	apistn	apasts	apistsn	acists	apistse
azish, azisc	azpsh
hohar, hwohar	hohzr	thohar	ahohar	hoharu	hohair	hiohar	hohjr	hohgar	hohlar
toy, mtoy	ctoy	toyq	toyv	toyo	towy	ptoy	tjoy
zyadti, byadti	nzyadti	zyadyti	zaydti	zyhadti	zyadhi	zyadtx
pavitra, pmvitra	pavmtra	pavixra	palitra	ptvitra	opavitra	pavitrat	pavitrc	pevitra	pavirra
karodo, karodlo	kyrodo	karodog
slaam, slgam	slkaam	elaam	plaam	slaaf	slaax	slaaqm	slaamq	sgaam
debut, debct
ghulaam, gdulaam	qhulaam	ghuraam	ghulatm
huro, huaro	huero	heuro	hufo	huo	ouro	hurov	hvuro	vuro
alto, palto	altn	altco	dalto	ailto	allto	alcto	albo	altyo	galto
ikhon, ikhaon	dkhon
aami, aamc	aamk	aanmi	aaci
fellas, fellads	zellas	felmlas	fellsas	fealas	fellaw	fvllas
hadar, hddar	ohadar	haxdar
fodase, jfodase	fodaso	fodakse	fodasqe	fidase	fodake
battles, battlehs	battlvs	battjes	battlds	bpttles
galera, gkalera	galerk	galerz	zalera	garera	galeraj
meia, meix
ktahat, kahat	cktahat	ktahatm	ktqhat	kttahat	ktahatr	knahat	kgahat	ktahet
justicefor, gjusticefor
affar, affiar	caffar	affapr	afftr	aefar	affat	amfar
ebat, ebapt	ebjat	ebax	ebzt	euat
aflatoon, aflatonon
vista, visua
duaye, duayh	douaye
untung, untuing	untuig	qntung	untund	untfung	untueg
moch, mojh	mmch	mocyh	mocnh	morch	mdoch	moqh	zoch	mochb	mockh
gostosa, gostost	gosbosa	nostosa	gontosa	gostoss	gostoqa	dostosa
quieren, quierenx	quineren	quiweren
mecha, meczha	mechaf
sarangi, sgrangi	sxrangi	sarangp
alain, alaivn	ulain
pengalaman, pbngalaman	pengnlaman	pengralaman	paengalaman	penglalaman	pengualaman	pmengalaman	pengalamaj	pangalaman	pengwlaman
khraj, kkhraj	kheaj
ongh, onghw	otngh	onbh	tngh	onrh
irbhar, irbhxar	irbhatr	irbhir	irbhpar	iprbhar	irshar
sykes, mykes	gsykes	sypkes	sybkes	skes	sykhes	ssykes	lykes	csykes
shakespeare, sjakespeare	kshakespeare
columbus, coluvmbus	cqlumbus	colusbus	coluubus	columbubs	columjus	tcolumbus	cyolumbus	columubus
mujassam, mujassqm	mujassatm	mhujassam	mhjassam	musassam	mujassiam	muljassam	mujassamn	muyjassam
unawwara, unawwnara	hunawwara	unawwarai	ufawwara	unawwaraw
shagrdon, shagrdno	pshagrdon	shawgrdon	svhagrdon	shfagrdon	shagjdon	shagudon
morkhin, morkqin	morihin	murkhin	morkhiun	mxorkhin	morkhbn	mtrkhin	mowkhin
hitn, hiztn	chitn	hitnp	hitnu	ihtn
bing, binm	bixng	biwng
monetizekhujlee, monltizekhujlee	mconetizekhujlee	monetizekhujnlee	monejtizekhujlee	monetizekmhujlee
estaban, eztaban	lstaban	bestaban	esoaban	estvban	eshaban	esthaban	estabkn	gestaban	estabain
sondra, sjondra	sondrad	jsondra	sotndra	sondro	sondrg	skondra	xondra	sofndra
rearview, reiarview
semadar, seuadar	semeadar	semadawr	symadar
jons, jonsz	jonv	jowns	jonms	jonsk	jonr	fons	jony	jouns	jjons
promander, prcomander	pnomander
skral, sqral	skryal	skrsal	skrael	eskral	skaral	oskral	skralc
tahum, tamhum
europe, veurope	eeurope	eurodpe	gurope	eurore	europh
silsile, silsple	silsfile
mhbt, mhwt
sep, spep	sjp	sepa	ssp	sepd	sepk	sjep	uep
jaker, jatker	jgker	jakem	zaker	ajker	jakqr
azmat, azmajt	azmatn	azumat	azmac
akhlaq, akhlmaq	afhlaq
nirali, eirali	niraliu	niraeli	wnirali	nireli	ninrali	nmrali
ehm, efm
glamour, gelamour	glamouc	glamolur	glarmour	glamoer	klamour	glamoqur
wel, welp	werl	lel	wuel	wpl	wdl	wtel	wvel	wevl	welj
choota, chootm	cohota	chofota	choojta	chootqa	chvoota	chouta	chooba	cjoota
sohni, somni	szohni
qateel, pateel
dalay, dailay	dalae
mulko, mulks
munda, munrda	mmnda	muenda	mucda
luqman, luqmuan	luhman	luqmen
treet, dreet	tryet	trect	trejt	treetp
ory, orsy	oryx	owy	xry	eory	qry	orye	orq	orvy	oryn
jangla, janrgla	jaxngla	janbgla	ajangla	janglae	janwgla
rabton, ribton	rabtou	rabzton
pays, paes	tays	paiys	pazys	payls	peys	paysn
wadar, wawdar	waodar	wadatr	watar	wadapr	wabdar
mutlashi, mutlqashi	mutlashu	mutlashil	mutpashi	mutlashiw	mftlashi	mutlaswhi	mutlasti	mutlabshi	mutdlashi
fade, fader	fhde	flade	fmade	fadre
soutelay, osoutelay	soutelavy	smutelay	soutelag
mirathn, mirathjn	milrathn	miathn	mirathq	mircathn
tamheed, tamheez	tamxeed	tamheedl
whale, rhale	whalh	whalr	whabe	whalge	wxhale	wihale	wqale	whalne	whsale
dabon, dabbn	dalbon	dabos	davbon	djbon	dhbon
leap, oeap	lleap	lelap	deap
holay, holky	holas	hzolay	hoqlay	hoiay	lolay
hukra, hukrh
mukabla, mukabll	mukavla	mukala	mukabmla	mrkabla	mukasbla	mkukabla	mukablqa	mukwbla	gmukabla
hhodo, ahodo
fyda, fydna	fydac	fydsa	fydax	fyhda	fydea	feda	eyda	fkyda
turning, turnini	turiing	turnipng	turningg
sidnaazians, sidanazians	sidnaazmans	sindnaazians	ksidnaazians	sidnaaziansg	sinaazians	sidnaaziant	sidnaaziann
yz, y	yzh
handani, hqandani	randani	handaqi	hanyani	kandani	hanqdani	hmandani	handanir	handasni	handanis
jihadiyo, jihadijo	jihawiyo	jihadimo	jihandiyo	jihadsiyo	jiqadiyo	jisadiyo	jihadiyfo
bigbosss, bigbosess	bigfbosss
jus, jjus	juse	jhs	jeus	mjus	jsu	sjus	juks	juf
haik, hiaik	haikz	haiik
fauran, feuran	fauiran	fapran	fazuran	faurany	fauzan
